COD UF,COD,NOME
15,1505486,Pacajá
15,1505494,Palestina do Pará
15,1505502,Paragominas
15,1505536,Parauapebas
15,1505551,Pau D'arco
15,1505601,Peixe-Boi
15,1505635,Piçarra
15,1505650,Placas
15,1505700,Ponta de Pedras
15,1505809,Portel
15,1505908,Porto de Moz
15,1506005,Prainha
15,1506104,Primavera
15,1506112,Quatipuru
15,1506138,Redenção
15,1506161,Rio Maria
15,1506187,Rondon do Pará
15,1506195,Rurópolis
15,1506203,Salinópolis
15,1506302,Salvaterra
15,1506351,Santa Bárbara do Pará
15,1506401,Santa Cruz do Arari
15,1506500,Santa Izabel do Pará
15,1506559,Santa Luzia do Pará
15,1506583,Santa Maria das Barreiras
15,1506609,Santa Maria do Pará
15,1506708,Santana do Araguaia
15,1506807,Santarém
15,1506906,Santarém Novo
15,1507003,Santo Antônio do Tauá
15,1507102,São Caetano de Odivelas
15,1507151,São domingos do Araguaia
15,1507201,São domingos do Capim
15,1507300,São Félix do Xingu
15,1507409,São Francisco do Pará
15,1507458,São Geraldo do Araguaia
15,1507466,São João da Ponta
15,1507474,São João de Pirabas
15,1507508,São João do Araguaia
15,1507607,São Miguel do Guamá
15,1507706,São Sebastião da Boa Vista
15,1507755,Sapucaia
15,1507805,Senador José Porfírio
15,1507904,Soure
15,1507953,Tailândia
15,1507961,Terra Alta
15,1507979,Terra Santa
15,1508001,Tomé-Açu
15,1508035,Tracuateua
15,1508050,Trairão
15,1508084,Tucumã
15,1508100,Tucuruí
15,1508126,Ulianópolis
15,1508159,Uruará
15,1508209,Vigia
15,1508308,Viseu
15,1508357,Vitória do Xingu
15,1508407,Xinguara
16,1600055,Serra do Navio
16,1600105,Amapá
16,1600154,Pedra Branca do Amapari
16,1600204,Calçoene
16,1600212,Cutias
16,1600238,Ferreira Gomes
16,1600253,Itaubal
16,1600279,Laranjal do Jari
16,1600303,Macapá
16,1600402,Mazagão
16,1600501,Oiapoque
16,1600535,Porto Grande
16,1600550,Pracuúba
16,1600600,Santana
16,1600709,Tartarugalzinho
16,1600808,Vitória do Jari
17,1700251,Abreulândia
17,1700301,Aguiarnópolis
17,1700350,Aliança do Tocantins
17,1700400,Almas
17,1700707,Alvorada
17,1701002,Ananás
17,1701051,Angico
17,1701101,Aparecida do Rio Negro
17,1701309,Aragominas
17,1701903,Araguacema
17,1702000,Araguaçu
17,1702109,Araguaína
17,1702158,Araguanã
17,1702208,Araguatins
17,1702307,Arapoema
17,1702406,Arraias
17,1702554,Augustinópolis
17,1702703,Aurora do Tocantins
17,1702901,Axixá do Tocantins
17,1703008,Babaçulândia
17,1703057,Bandeirantes do Tocantins
17,1703073,Barra do Ouro
17,1703107,Barrolândia
17,1703206,Bernardo Sayão
17,1703305,Bom Jesus do Tocantins
17,1703602,Brasilândia do Tocantins
17,1703701,Brejinho de Nazaré
17,1703800,Buriti do Tocantins
17,1703826,Cachoeirinha
17,1703842,Campos Lindos
17,1703867,Cariri do Tocantins
17,1703883,Carmolândia
17,1703891,Carrasco Bonito
17,1703909,Caseara
17,1704105,Centenário
17,1704600,Chapada de Areia
17,1705102,Chapada da Natividade
17,1705508,Colinas do Tocantins
17,1705557,Combinado
17,1705607,Conceição do Tocantins
17,1706001,Couto Magalhães
17,1706100,Cristalândia
17,1706258,Crixás do Tocantins
17,1706506,darcinópolis
17,1707009,Dianópolis
17,1707108,Divinópolis do Tocantins
17,1707207,dois Irmãos do Tocantins
17,1707306,Dueré
17,1707405,Esperantina
17,1707553,Fátima
17,1707652,Figueirópolis
17,1707702,Filadélfia
17,1708205,Formoso do Araguaia
17,1708254,Fortaleza do Tabocão
17,1708304,Goianorte
17,1709005,Goiatins
17,1709302,Guaraí
17,1709500,Gurupi
17,1709807,Ipueiras
17,1710508,Itacajá
17,1710706,Itaguatins
17,1710904,Itapiratins
17,1711100,Itaporã do Tocantins
17,1711506,Jaú do Tocantins
17,1711803,Juarina
17,1711902,Lagoa da Confusão
17,1711951,Lagoa do Tocantins
17,1712009,Lajeado
17,1712157,Lavandeira
17,1712405,Lizarda
17,1712454,Luzinópolis
17,1712504,Marianópolis do Tocantins
17,1712702,Mateiros
17,1712801,Maurilândia do Tocantins
17,1713205,Miracema do Tocantins
17,1713304,Miranorte
17,1713601,Monte do Carmo
17,1713700,Monte Santo do Tocantins
17,1713809,Palmeiras do Tocantins
17,1713957,Muricilândia
17,1714203,Natividade
17,1714302,Nazaré
17,1714880,Nova Olinda
17,1715002,Nova Rosalândia
17,1715101,Novo Acordo
17,1715150,Novo Alegre
17,1715259,Novo Jardim
17,1715507,Oliveira de Fátima
17,1715705,Palmeirante
17,1715754,Palmeirópolis
17,1716109,Paraíso do Tocantins
17,1716208,Paranã
17,1716307,Pau D'arco
17,1716505,Pedro Afonso
17,1716604,Peixe
17,1716653,Pequizeiro
17,1716703,Colméia
17,1717008,Pindorama do Tocantins
17,1717206,Piraquê
17,1717503,Pium
17,1717800,Ponte Alta do Bom Jesus
17,1717909,Ponte Alta do Tocantins
17,1718006,Porto Alegre do Tocantins
17,1718204,Porto Nacional
17,1718303,Praia Norte
17,1718402,Presidente Kennedy
17,1718451,Pugmil
17,1718501,Recursolândia
17,1718550,Riachinho
17,1718659,Rio da Conceição
17,1718709,Rio dos Bois
17,1718758,Rio Sono
17,1718808,Sampaio
17,1718840,Sandolândia
17,1718865,Santa Fé do Araguaia
17,1718881,Santa Maria do Tocantins
17,1718899,Santa Rita do Tocantins
17,1718907,Santa Rosa do Tocantins
17,1719004,Santa Tereza do Tocantins
17,1720002,Santa Terezinha do Tocantins
17,1720101,São Bento do Tocantins
17,1720150,São Félix do Tocantins
17,1720200,São Miguel do Tocantins
17,1720259,São Salvador do Tocantins
17,1720309,São Sebastião do Tocantins
17,1720499,São Valério
17,1720655,Silvanópolis
17,1720804,Sítio Novo do Tocantins
17,1720853,Sucupira
17,1720903,Taguatinga
17,1720937,Taipas do Tocantins
17,1720978,Talismã
17,1721000,Palmas
17,1721109,Tocantínia
17,1721208,Tocantinópolis
17,1721257,Tupirama
17,1721307,Tupiratins
17,1722081,Wanderlândia
17,1722107,Xambioá
21,2100055,Açailândia
21,2100105,Afonso Cunha
21,2100154,Água doce do Maranhão
21,2100204,Alcântara
21,2100303,Aldeias Altas
21,2100402,Altamira do Maranhão
21,2100436,Alto Alegre do Maranhão
21,2100477,Alto Alegre do Pindaré
21,2100501,Alto Parnaíba
21,2100550,Amapá do Maranhão
21,2100600,Amarante do Maranhão
21,2100709,Anajatuba
21,2100808,Anapurus
21,2100832,Apicum-Açu
21,2100873,Araguanã
21,2100907,Araioses
21,2100956,Arame
21,2101004,Arari
21,2101103,Axixá
21,2101202,Bacabal
21,2101251,Bacabeira
21,2101301,Bacuri
21,2101350,Bacurituba
21,2101400,Balsas
21,2101509,Barão de Grajaú
21,2101608,Barra do Corda
21,2101707,Barreirinhas
21,2101731,Belágua
21,2101772,Bela Vista do Maranhão
21,2101806,Benedito Leite
21,2101905,Bequimão
21,2101939,Bernardo do Mearim
21,2101970,Boa Vista do Gurupi
21,2102002,Bom Jardim
21,2102036,Bom Jesus das Selvas
21,2102077,Bom Lugar
21,2102101,Brejo
21,2102150,Brejo de Areia
21,2102200,Buriti
21,2102309,Buriti Bravo
21,2102325,Buriticupu
21,2102358,Buritirana
21,2102374,Cachoeira Grande
21,2102408,Cajapió
21,2102507,Cajari
21,2102556,Campestre do Maranhão
21,2102606,Cândido Mendes
21,2102705,Cantanhede
21,2102754,Capinzal do Norte
21,2102804,Carolina
21,2102903,Carutapera
21,2103000,Caxias
21,2103109,Cedral
21,2103125,Central do Maranhão
21,2103158,Centro do Guilherme
21,2103174,Centro Novo do Maranhão
21,2103208,Chapadinha
21,2103257,Cidelândia
21,2103307,Codó
21,2103406,Coelho Neto
21,2103505,Colinas
21,2103554,Conceição do Lago-Açu
21,2103604,Coroatá
21,2103703,Cururupu
21,2103752,davinópolis
21,2103802,dom Pedro
21,2103901,Duque Bacelar
21,2104008,Esperantinópolis
21,2104057,Estreito
21,2104073,Feira Nova do Maranhão
21,2104081,Fernando Falcão
21,2104099,Formosa da Serra Negra
21,2104107,Fortaleza dos Nogueiras
21,2104206,Fortuna
21,2104305,Godofredo Viana
21,2104404,Gonçalves Dias
21,2104503,Governador Archer
21,2104552,Governador Edison Lobão
21,2104602,Governador Eugênio Barros
21,2104628,Governador Luiz Rocha
21,2104651,Governador Newton Bello
21,2104677,Governador Nunes Freire
21,2104701,Graça Aranha
21,2104800,Grajaú
21,2104909,Guimarães
21,2105005,Humberto de Campos
21,2105104,Icatu
21,2105153,Igarapé do Meio
21,2105203,Igarapé Grande
21,2105302,Imperatriz
21,2105351,Itaipava do Grajaú
21,2105401,Itapecuru Mirim
21,2105427,Itinga do Maranhão
21,2105450,Jatobá
21,2105476,Jenipapo dos Vieiras
21,2105500,João Lisboa
21,2105609,Joselândia
21,2105658,Junco do Maranhão
21,2105708,Lago da Pedra
21,2105807,Lago do Junco
21,2105906,Lago Verde
21,2105922,Lagoa do Mato
21,2105948,Lago dos Rodrigues
21,2105963,Lagoa Grande do Maranhão
21,2105989,Lajeado Novo
21,2106003,Lima Campos
21,2106102,Loreto
21,2106201,Luís domingues
21,2106300,Magalhães de Almeida
21,2106326,Maracaçumé
21,2106359,Marajá do Sena
21,2106375,Maranhãozinho
21,2106409,Mata Roma
21,2106508,Matinha
21,2106607,Matões
21,2106631,Matões do Norte
21,2106672,Milagres do Maranhão
21,2106706,Mirador
21,2106755,Miranda do Norte
21,2106805,Mirinzal
21,2106904,Monção
21,2107001,Montes Altos
21,2107100,Morros
21,2107209,Nina Rodrigues
21,2107258,Nova Colinas
21,2107308,Nova Iorque
21,2107357,Nova Olinda do Maranhão
21,2107407,Olho D'água das Cunhãs
21,2107456,Olinda Nova do Maranhão
21,2107506,Paço do Lumiar
21,2107605,Palmeirândia
21,2107704,Paraibano
21,2107803,Parnarama
21,2107902,Passagem Franca
21,2108009,Pastos Bons
21,2108058,Paulino Neves
21,2108108,Paulo Ramos
21,2108207,Pedreiras
21,2108256,Pedro do Rosário
21,2108306,Penalva
21,2108405,Peri Mirim
21,2108454,Peritoró
21,2108504,Pindaré-Mirim
21,2108603,Pinheiro
21,2108702,Pio Xii
21,2108801,Pirapemas
21,2108900,Poção de Pedras
21,2109007,Porto Franco
21,2109056,Porto Rico do Maranhão
21,2109106,Presidente Dutra
21,2109205,Presidente Juscelino
21,2109239,Presidente Médici
21,2109270,Presidente Sarney
21,2109304,Presidente Vargas
21,2109403,Primeira Cruz
21,2109452,Raposa
21,2109502,Riachão
21,2109551,Ribamar Fiquene
21,2109601,Rosário
21,2109700,Sambaíba
21,2109759,Santa Filomena do Maranhão
21,2109809,Santa Helena
21,2109908,Santa Inês
21,2110005,Santa Luzia
21,2110039,Santa Luzia do Paruá
21,2110104,Santa Quitéria do Maranhão
21,2110203,Santa Rita
21,2110237,Santana do Maranhão
21,2110278,Santo Amaro do Maranhão
21,2110302,Santo Antônio dos Lopes
21,2110401,São Benedito do Rio Preto
21,2110500,São Bento
21,2110609,São Bernardo
21,2110658,São domingos do Azeitão
21,2110708,São domingos do Maranhão
21,2110807,São Félix de Balsas
21,2110856,São Francisco do Brejão
21,2110906,São Francisco do Maranhão
21,2111003,São João Batista
21,2111029,São João do Carú
21,2111052,São João do Paraíso
21,2111078,São João do Soter
21,2111102,São João dos Patos
21,2111201,São José de Ribamar
21,2111250,São José dos Basílios
21,2111300,São Luís
21,2111409,São Luís Gonzaga do Maranhão
21,2111508,São Mateus do Maranhão
21,2111532,São Pedro da Água Branca
21,2111573,São Pedro dos Crentes
21,2111607,São Raimundo das Mangabeiras
21,2111631,São Raimundo do doca Bezerra
21,2111672,São Roberto
21,2111706,São Vicente Ferrer
21,2111722,Satubinha
21,2111748,Senador Alexandre Costa
21,2111763,Senador La Rocque
21,2111789,Serrano do Maranhão
21,2111805,Sítio Novo
21,2111904,Sucupira do Norte
21,2111953,Sucupira do Riachão
21,2112001,Tasso Fragoso
21,2112100,Timbiras
21,2112209,Timon
21,2112233,Trizidela do Vale
21,2112274,Tufilândia
21,2112308,Tuntum
21,2112407,Turiaçu
21,2112456,Turilândia
21,2112506,Tutóia
21,2112605,Urbano Santos
21,2112704,Vargem Grande
21,2112803,Viana
21,2112852,Vila Nova dos Martírios
21,2112902,Vitória do Mearim
21,2113009,Vitorino Freire
21,2114007,Zé doca
22,2200053,Acauã
22,2200103,Agricolândia
22,2200202,Água Branca
22,2200251,Alagoinha do Piauí
22,2200277,Alegrete do Piauí
22,2200301,Alto Longá
22,2200400,Altos
22,2200459,Alvorada do Gurguéia
22,2200509,Amarante
22,2200608,Angical do Piauí
22,2200707,Anísio de Abreu
22,2200806,Antônio Almeida
22,2200905,Aroazes
22,2200954,Aroeiras do Itaim
22,2201002,Arraial
22,2201051,Assunção do Piauí
22,2201101,Avelino Lopes
22,2201150,Baixa Grande do Ribeiro
22,2201176,Barra D'alcântara
22,2201200,Barras
22,2201309,Barreiras do Piauí
22,2201408,Barro Duro
22,2201507,Batalha
22,2201556,Bela Vista do Piauí
22,2201572,Belém do Piauí
22,2201606,Beneditinos
22,2201705,Bertolínia
22,2201739,Betânia do Piauí
22,2201770,Boa Hora
22,2201804,Bocaina
22,2201903,Bom Jesus
22,2201919,Bom Princípio do Piauí
22,2201929,Bonfim do Piauí
22,2201945,Boqueirão do Piauí
22,2201960,Brasileira
22,2201988,Brejo do Piauí
22,2202000,Buriti dos Lopes
22,2202026,Buriti dos Montes
22,2202059,Cabeceiras do Piauí
22,2202075,Cajazeiras do Piauí
22,2202083,Cajueiro da Praia
22,2202091,Caldeirão Grande do Piauí
22,2202109,Campinas do Piauí
22,2202117,Campo Alegre do Fidalgo
22,2202133,Campo Grande do Piauí
22,2202174,Campo Largo do Piauí
22,2202208,Campo Maior
22,2202251,Canavieira
22,2202307,Canto do Buriti
22,2202406,Capitão de Campos
22,2202455,Capitão Gervásio Oliveira
22,2202505,Caracol
22,2202539,Caraúbas do Piauí
22,2202554,Caridade do Piauí
22,2202604,Castelo do Piauí
22,2202653,Caxingó
22,2202703,Cocal
22,2202711,Cocal de Telha
22,2202729,Cocal dos Alves
22,2202737,Coivaras
22,2202752,Colônia do Gurguéia
22,2202778,Colônia do Piauí
22,2202802,Conceição do Canindé
22,2202851,Coronel José Dias
22,2202901,Corrente
22,2203008,Cristalândia do Piauí
22,2203107,Cristino Castro
22,2203206,Curimatá
22,2203230,Currais
22,2203255,Curralinhos
22,2203271,Curral Novo do Piauí
22,2203305,demerval Lobão
22,2203354,Dirceu Arcoverde
22,2203404,dom Expedito Lopes
22,2203420,domingos Mourão
22,2203453,dom Inocêncio
22,2203503,Elesbão Veloso
22,2203602,Eliseu Martins
22,2203701,Esperantina
22,2203750,Fartura do Piauí
22,2203800,Flores do Piauí
22,2203859,Floresta do Piauí
22,2203909,Floriano
22,2204006,Francinópolis
22,2204105,Francisco Ayres
22,2204154,Francisco Macedo
22,2204204,Francisco Santos
22,2204303,Fronteiras
22,2204352,Geminiano
22,2204402,Gilbués
22,2204501,Guadalupe
22,2204550,Guaribas
22,2204600,Hugo Napoleão
22,2204659,Ilha Grande
22,2204709,Inhuma
22,2204808,Ipiranga do Piauí
22,2204907,Isaías Coelho
22,2205003,Itainópolis
22,2205102,Itaueira
22,2205151,Jacobina do Piauí
22,2205201,Jaicós
22,2205250,Jardim do Mulato
22,2205276,Jatobá do Piauí
22,2205300,Jerumenha
22,2205359,João Costa
22,2205409,Joaquim Pires
22,2205458,Joca Marques
22,2205508,José de Freitas
22,2205516,Juazeiro do Piauí
22,2205524,Júlio Borges
22,2205532,Jurema
22,2205540,Lagoinha do Piauí
22,2205557,Lagoa Alegre
22,2205565,Lagoa do Barro do Piauí
22,2205573,Lagoa de São Francisco
22,2205581,Lagoa do Piauí
22,2205599,Lagoa do Sítio
22,2205607,Landri Sales
22,2205706,Luís Correia
22,2205805,Luzilândia
22,2205854,Madeiro
22,2205904,Manoel Emídio
22,2205953,Marcolândia
22,2206001,Marcos Parente
22,2206050,Massapê do Piauí
22,2206100,Matias Olímpio
22,2206209,Miguel Alves
22,2206308,Miguel Leão
22,2206357,Milton Brandão
22,2206407,Monsenhor Gil
22,2206506,Monsenhor Hipólito
22,2206605,Monte Alegre do Piauí
22,2206654,Morro Cabeça No Tempo
22,2206670,Morro do Chapéu do Piauí
22,2206696,Murici dos Portelas
22,2206704,Nazaré do Piauí
22,2206720,Nazária
22,2206753,Nossa Senhora de Nazaré
22,2206803,Nossa Senhora dos Remédios
22,2206902,Novo Oriente do Piauí
22,2206951,Novo Santo Antônio
22,2207009,Oeiras
22,2207108,Olho D'água do Piauí
22,2207207,Padre Marcos
22,2207306,Paes Landim
22,2207355,Pajeú do Piauí
22,2207405,Palmeira do Piauí
22,2207504,Palmeirais
22,2207553,Paquetá
22,2207603,Parnaguá
22,2207702,Parnaíba
22,2207751,Passagem Franca do Piauí
22,2207777,Patos do Piauí
22,2207793,Pau D'arco do Piauí
22,2207801,Paulistana
22,2207850,Pavussu
22,2207900,Pedro Ii
22,2207934,Pedro Laurentino
22,2207959,Nova Santa Rita
22,2208007,Picos
22,2208106,Pimenteiras
22,2208205,Pio Ix
22,2208304,Piracuruca
22,2208403,Piripiri
22,2208502,Porto
22,2208551,Porto Alegre do Piauí
22,2208601,Prata do Piauí
22,2208650,Queimada Nova
22,2208700,Redenção do Gurguéia
22,2208809,Regeneração
22,2208858,Riacho Frio
22,2208874,Ribeira do Piauí
22,2208908,Ribeiro Gonçalves
22,2209005,Rio Grande do Piauí
22,2209104,Santa Cruz do Piauí
22,2209153,Santa Cruz dos Milagres
22,2209203,Santa Filomena
22,2209302,Santa Luz
22,2209351,Santana do Piauí
22,2209377,Santa Rosa do Piauí
22,2209401,Santo Antônio de Lisboa
22,2209450,Santo Antônio dos Milagres
22,2209500,Santo Inácio do Piauí
22,2209559,São Braz do Piauí
22,2209609,São Félix do Piauí
22,2209658,São Francisco de Assis do Piauí
22,2209708,São Francisco do Piauí
22,2209757,São Gonçalo do Gurguéia
22,2209807,São Gonçalo do Piauí
22,2209856,São João da Canabrava
22,2209872,São João da Fronteira
22,2209906,São João da Serra
22,2209955,São João da Varjota
22,2209971,São João do Arraial
22,2210003,São João do Piauí
22,2210052,São José do Divino
22,2210102,São José do Peixe
22,2210201,São José do Piauí
22,2210300,São Julião
22,2210359,São Lourenço do Piauí
22,2210375,São Luis do Piauí
22,2210383,São Miguel da Baixa Grande
22,2210391,São Miguel do Fidalgo
22,2210409,São Miguel do Tapuio
22,2210508,São Pedro do Piauí
22,2210607,São Raimundo Nonato
22,2210623,Sebastião Barros
22,2210631,Sebastião Leal
22,2210656,Sigefredo Pacheco
22,2210706,Simões
22,2210805,Simplício Mendes
22,2210904,Socorro do Piauí
22,2210938,Sussuapara
22,2210953,Tamboril do Piauí
22,2210979,Tanque do Piauí
22,2211001,Teresina
22,2211100,União
22,2211209,Uruçuí
22,2211308,Valença do Piauí
22,2211357,Várzea Branca
22,2211407,Várzea Grande
22,2211506,Vera Mendes
22,2211605,Vila Nova do Piauí
22,2211704,Wall Ferraz
23,2300101,Abaiara
23,2300150,Acarape
23,2300200,Acaraú
23,2300309,Acopiara
23,2300408,Aiuaba
23,2300507,Alcântaras
23,2300606,Altaneira
23,2300705,Alto Santo
23,2300754,Amontada
23,2300804,Antonina do Norte
23,2300903,Apuiarés
23,2301000,Aquiraz
23,2301109,Aracati
23,2301208,Aracoiaba
23,2301257,Ararendá
23,2301307,Araripe
23,2301406,Aratuba
23,2301505,Arneiroz
23,2301604,Assaré
23,2301703,Aurora
23,2301802,Baixio
23,2301851,Banabuiú
23,2301901,Barbalha
23,2301950,Barreira
23,2302008,Barro
23,2302057,Barroquinha
23,2302107,Baturité
23,2302206,Beberibe
23,2302305,Bela Cruz
23,2302404,Boa Viagem
23,2302503,Brejo Santo
23,2302602,Camocim
23,2302701,Campos Sales
23,2302800,Canindé
23,2302909,Capistrano
23,2303006,Caridade
23,2303105,Cariré
23,2303204,Caririaçu
23,2303303,Cariús
23,2303402,Carnaubal
23,2303501,Cascavel
23,2303600,Catarina
23,2303659,Catunda
23,2303709,Caucaia
23,2303808,Cedro
23,2303907,Chaval
23,2303931,Choró
23,2303956,Chorozinho
23,2304004,Coreaú
23,2304103,Crateús
23,2304202,Crato
23,2304236,Croatá
23,2304251,Cruz
23,2304269,deputado Irapuan Pinheiro
23,2304277,Ererê
23,2304285,Eusébio
23,2304301,Farias Brito
23,2304350,Forquilha
23,2304400,Fortaleza
23,2304459,Fortim
23,2304509,Frecheirinha
23,2304608,General Sampaio
23,2304657,Graça
23,2304707,Granja
23,2304806,Granjeiro
23,2304905,Groaíras
23,2304954,Guaiúba
23,2305001,Guaraciaba do Norte
23,2305100,Guaramiranga
23,2305209,Hidrolândia
23,2305233,Horizonte
23,2305266,Ibaretama
23,2305308,Ibiapina
23,2305332,Ibicuitinga
23,2305357,Icapuí
23,2305407,Icó
23,2305506,Iguatu
23,2305605,Independência
23,2305654,Ipaporanga
23,2305704,Ipaumirim
23,2305803,Ipu
23,2305902,Ipueiras
23,2306009,Iracema
23,2306108,Irauçuba
23,2306207,Itaiçaba
23,2306256,Itaitinga
23,2306306,Itapajé
23,2306405,Itapipoca
